place,year,mass_g,longitude,latitude,fell_found,Include
QUE 93709,1993,2.5,168,-84,Found,0
QUE 94674,1994,2.5,168,-84,Found,0
QUE 94271,1994,2.5,168,-84,Found,0
QUE 94614,1994,2.5,168,-84,Found,0
EET 96318,1996,2.5,157.16667,-76.18333,Found,0
FRO 97023,1997,2.5,160.44833,-72.95389,Found,0
QUE 971042,1997,2.5,168,-84,Found,0
QUE 97834,1997,2.5,168,-84,Found,0
QUE 97297,1997,2.5,168,-84,Found,0
QUE 97887,1997,2.5,168,-84,Found,0
QUE 99553,1999,2.5,168,-84,Found,0
QUE 99770,1999,2.5,168,-84,Found,0
QUE 99413,1999,2.5,168,-84,Found,0
QUE 99414,1999,2.5,168,-84,Found,0
QUE 99169,1999,2.5,168,-84,Found,0
QUE 99522,1999,2.5,168,-84,Found,0
QUE 99558,1999,2.5,168,-84,Found,0
QUE 99559,1999,2.5,168,-84,Found,0
QUE 99630,1999,2.5,168,-84,Found,0
QUE 99690,1999,2.5,168,-84,Found,0
QUE 99715,1999,2.5,168,-84,Found,0
QUE 99716,1999,2.5,168,-84,Found,0
QUE 99769,1999,2.5,168,-84,Found,0
FRO 01162,2001,2.5,160.4,-72.99333,Found,0
FRO 01105,2001,2.5,160.51194,-72.95028,Found,0
Dho 808,2001,2.5,54.20367,18.17998,Found,0
GRV 020018,2002,2.5,75.19056,-73.09361,Found,0
GRV 020010,2002,2.5,75.105,-73.11389,Found,0
Dho 1482,2003,2.5,54.6703,19.16617,Found,0
GRV 021575,2003,2.5,75.22222,-72.96028,Found,0
GRV 053132,2006,2.5,75.3375,-72.76944,Found,0
GRV 054000,2006,2.5,75.2802,-72.78431,Found,0
SaU 448,2007,2.5,56.67333,20.545,Found,0
HrDL 034,2009,2.5,-117.25935,35.04985,Found,0
FRO 10076,2011,2.5,160.52762,-72.96663,Found,0
FRO 10035,2011,2.5,160.51957,-72.9519,Found,0
Y-75021,1975,2.49,35.66667,-71.5,Found,0
Y-791303,1979,2.49,35.66667,-71.5,Found,0
Y-793320,1979,2.49,35.66667,-71.5,Found,0
Y-790905,1979,2.49,35.66667,-71.5,Found,0
Y-86452,1986,2.49,35.66667,-71.5,Found,0
Y-86471,1986,2.49,35.66667,-71.5,Found,0
ALH 88163,1988,2.49,159.33333,-76.71667,Found,0
GRV 021528,2003,2.49,75.225278,-72.960833,Found,0
GRV 022891,2003,2.49,75.313056,-72.774722,Found,0
GRV 052505,2006,2.49,75.304722,-72.779722,Found,0
Y-793316,1979,2.48,35.66667,-71.5,Found,0
Y-791304,1979,2.48,35.66667,-71.5,Found,0
Y-791522,1979,2.48,35.66667,-71.5,Found,0
Y-792214,1979,2.48,35.66667,-71.5,Found,0
Y-82004,1982,2.48,35.66667,-71.5,Found,0
Y-86527,1986,2.48,35.66667,-71.5,Found,0
GRV 022393,2003,2.48,75.325,-72.774722,Found,0
GRV 022784,2003,2.48,75.3375,-72.775556,Found,0
GRV 022052,2003,2.48,75.315278,-72.778611,Found,0
LV 036,2004,2.48,-116.95638,34.48793,Found,0
GRV 051824,2006,2.48,75.332778,-72.778611,Found,0
Y-790684,1979,2.47,35.66667,-71.5,Found,0
Y-790700,1979,2.47,35.66667,-71.5,Found,0
Y-790880,1979,2.47,35.66667,-71.5,Found,0
Y-86139,1986,2.47,35.66667,-71.5,Found,0
A-880309,1988,2.47,26,-72,Found,0
A-880425,1988,2.47,26,-72,Found,0
A-880485,1988,2.47,26,-72,Found,0
GRV 023312,2003,2.47,75.911111,-72.890833,Found,0
FRO 03022,2003,2.47,160.45994,-72.95089,Found,0
GRV 050412,2006,2.47,75.21,-72.98611,Found,0
GRV 053479,2006,2.47,75.3025,-72.781944,Found,0
Y-74612,1974,2.46,35.66667,-71.5,Found,0
Y-75050,1975,2.46,35.66667,-71.5,Found,0
Y-75063,1975,2.46,35.66667,-71.5,Found,0
Y-790097,1979,2.46,35.66667,-71.5,Found,0
Y-791130,1979,2.46,35.66667,-71.5,Found,0
Y-790886,1979,2.46,35.66667,-71.5,Found,0
Y-792315,1979,2.46,35.66667,-71.5,Found,0
Y-81090,1981,2.46,35.66667,-71.5,Found,0
Y-86414,1986,2.46,35.66667,-71.5,Found,0
A-87134,1987,2.46,26,-72,Found,0
A-87135,1987,2.46,26,-72,Found,0
A-880177,1988,2.46,26,-72,Found,0
A-880598,1988,2.46,26,-72,Found,0
A-881343,1988,2.46,26,-72,Found,0
GRV 023601,2003,2.46,75.251389,-72.983889,Found,0
GRV 053921,2006,2.46,75.273611,-72.786944,Found,0
GRV 051656,2006,2.46,75.32694,-72.77972,Found,0
Y-74390,1974,2.45,35.66667,0,Found,0
Y-790091,1979,2.45,35.66667,-71.5,Found,0
Y-792618,1979,2.45,35.66667,-71.5,Found,0
Y-790712,1979,2.45,35.66667,-71.5,Found,0
Y-792301,1979,2.45,35.66667,-71.5,Found,0
Y-86429,1986,2.45,35.66667,-71.5,Found,0
Y-86502,1986,2.45,35.66667,-71.5,Found,0
Y-86514,1986,2.45,35.66667,-71.5,Found,0
Y-86531,1986,2.45,35.66667,-71.5,Found,0
A-880048,1988,2.45,26,-72,Found,0
A-880460,1988,2.45,26,-72,Found,0
A-880600,1988,2.45,26,-72,Found,0
FRO 90227,1990,2.45,160.43857,-72.95578,Found,0
GRV 023244,2003,2.45,75.32,-72.773611,Found,0
GRV 054230,2006,2.45,75.296944,-72.784722,Found,0
Y-792997,1979,2.44,35.66667,-71.5,Found,0
Y-791621,1979,2.44,35.66667,-71.5,Found,0
Y-791542,1979,2.44,35.66667,-71.5,Found,0
Y-792839,1979,2.44,35.66667,-71.5,Found,0
Y-8331,1983,2.44,35.66667,-71.5,Found,0
Y-86026,1986,2.44,35.66667,-71.5,Found,0
ALH 88155,1988,2.44,159.15038,-76.71086,Found,0
GRV 021808,2003,2.44,75.330833,-72.774722,Found,0
GRV 021963,2003,2.44,75.34472,-72.77306,Found,0
GRV 021982,2003,2.44,75.343333,-72.773889,Found,0
GRV 023172,2003,2.44,75.33944,-72.77389,Found,0
GRV 022261,2003,2.44,75.31111,-72.77889,Found,0
GRV 052800,2006,2.44,75.353611,-72.825278,Found,0
GRV 052441,2006,2.44,75.323056,-72.781944,Found,0
Y-791895,1979,2.43,35.66667,-71.5,Found,0
Y-792215,1979,2.43,35.66667,-71.5,Found,0
Y-792238,1979,2.43,35.66667,-71.5,Found,0
Y-792280,1979,2.43,35.66667,-71.5,Found,0
Y-86121,1986,2.43,35.66667,-71.5,Found,0
Y-86133,1986,2.43,35.66667,-71.5,Found,0
Y-86410,1986,2.43,35.66667,-71.5,Found,0
GRV 022921,2003,2.43,75.3231,-72.7747,Found,0
GRV 021869,2003,2.43,75.3381,-72.7753,Found,0
GRV 021812,2003,2.43,75.34111,-72.775,Found,0
GRV 051550,2006,2.43,75.227778,-73.01,Found,0
GRV 052443,2006,2.43,75.3186,-72.77828,Found,0
GRV 053517,2006,2.43,75.30583,-72.78111,Found,0
GRV 053622,2006,2.43,75.30056,-72.78194,Found,0
GRV 050579,2006,2.43,75.236111,-72.998611,Found,0
Y-74430,1974,2.42,35.66667,0,Found,0
Y-793327,1979,2.42,35.66667,-71.5,Found,0
Y-793504,1979,2.42,35.66667,-71.5,Found,0
Y-792309,1979,2.42,35.66667,-71.5,Found,0
GRO 95645,1995,2.42,175,-85.66667,Found,0
FRO 03058,2003,2.42,160.44842,-72.95242,Found,0
GRV 021962,2003,2.42,75.34444,-72.77306,Found,0
GRV 021770,2003,2.42,75.31556,-72.775,Found,0
GRV 053694,2006,2.42,75.35278,-72.82556,Found,0
GRV 052360,2006,2.42,75.29889,-72.78278,Found,0
GRV 053389,2006,2.42,75.29861,-72.77944,Found,0
Y-75024,1975,2.41,35.66667,-71.5,Found,0
Y-75049,1975,2.41,35.66667,-71.5,Found,0
Y-75232,1975,2.41,35.66667,-71.5,Found,0
Y-792246,1979,2.41,35.66667,-71.5,Found,0
Y-792320,1979,2.41,35.66667,-71.5,Found,0
Y-81048,1981,2.41,35.66667,-71.5,Found,0
Y-86504,1986,2.41,35.66667,-71.5,Found,0
Y-86035,1986,2.41,35.66667,-71.5,Found,0
A-880619,1988,2.41,26,-72,Found,0
A-881489,1988,2.41,26,-72,Found,0
LAP 03979,2003,2.41,-70,-86.36667,Found,0
GRV 024150,2003,2.41,75.25167,-72.9825,Found,0
GRV 021748,2003,2.41,75.30306,-72.78694,Found,0
GRV 050001,2005,2.41,75.159722,-73.113056,Found,0
GRV 051959,2006,2.41,75.30194,-72.78139,Found,0
GRV 050408,2006,2.41,75.27361,-72.99361,Found,0
GRV 050073,2006,2.41,75.14889,-73.08056,Found,0
ALHA78227,1978,2.4,159.66667,-76.71667,Found,0
Y-793442,1979,2.4,35.66667,-71.5,Found,0
Y-790844,1979,2.4,35.66667,-71.5,Found,0
Y-790915,1979,2.4,35.66667,-71.5,Found,0
Y-790979,1979,2.4,35.66667,-71.5,Found,0
ALHA80118,1980,2.4,159.31028,-76.75972,Found,0
ALHA81158,1981,2.4,159.38,-76.68806,Found,0
ALHA81216,1981,2.4,159.32339,-76.65705,Found,0
ALH 82121,1982,2.4,157.23658,-77.03722,Found,0
EET 83270,1983,2.4,157.18445,-76.31167,Found,0
ALH 84230,1984,2.4,158.91425,-76.75647,Found,0
FRO 84029,1984,2.4,160.47328,-72.95488,Found,0
LEW 85432,1985,2.4,161.41274,-84.27347,Found,0
LEW 86230,1986,2.4,161.69391,-84.27366,Found,0
LEW 86052,1986,2.4,161.69043,-84.27376,Found,0
LEW 86342,1986,2.4,161.68894,-84.27383,Found,0
LEW 86175,1986,2.4,161.47106,-84.25758,Found,0
LEW 86425,1986,2.4,161.39322,-84.25407,Found,0
LEW 86054,1986,2.4,161.35923,-84.25105,Found,0
LEW 87139,1987,2.4,161.42763,-84.25453,Found,0
LEW 87099,1987,2.4,161.40077,-84.25309,Found,0
LEW 87228,1987,2.4,161.36443,-84.357,Found,0
LEW 87133,1987,2.4,161.44968,-84.25423,Found,0
ALH 88148,1988,2.4,159.40893,-76.69341,Found,0
LEW 88284,1988,2.4,161.45386,-84.24203,Found,0
EET 90714,1990,2.4,156.44809,-76.26659,Found,0
EET 90085,1990,2.4,156.42257,-76.2888,Found,0
PCA 91441,1991,2.4,-69.03787,-85.67609,Found,0
PCA 91301,1991,2.4,-68.82036,-85.6988,Found,0
QUE 93548,1993,2.4,168,-84,Found,0
LEW 93849,1993,2.4,161.68486,-84.27371,Found,0
QUE 93170,1993,2.4,162.56349,-84.57605,Found,0
QUE 93471,1993,2.4,168,-84,Found,0
QUE 93482,1993,2.4,168,-84,Found,0
QUE 93169,1993,2.4,162.56821,-84.57583,Found,0
QUE 94410,1994,2.4,168,-84,Found,0
QUE 94312,1994,2.4,168,-84,Found,0
QUE 94486,1994,2.4,168,-84,Found,0
QUE 94689,1994,2.4,168,-84,Found,0
QUE 94737,1994,2.4,168,-84,Found,0
ALH 94011,1994,2.4,159.66667,-76.71667,Found,0
QUE 94733,1994,2.4,168,-84,Found,0
EET 96070,1996,2.4,157.16667,-76.18333,Found,0
EET 96307,1996,2.4,157.16667,-76.18333,Found,0
EET 96126,1996,2.4,157.16667,-76.18333,Found,0
EET 96281,1996,2.4,157.16667,-76.18333,Found,0
QUE 97676,1997,2.4,168,-84,Found,0
QUE 97965,1997,2.4,168,-84,Found,0
QUE 971010,1997,2.4,168,-84,Found,0
QUE 97924,1997,2.4,168,-84,Found,0
QUE 97167,1997,2.4,168,-84,Found,0
QUE 97187,1997,2.4,168,-84,Found,0
QUE 97296,1997,2.4,168,-84,Found,0
QUE 97409,1997,2.4,168,-84,Found,0
QUE 97459,1997,2.4,168,-84,Found,0
QUE 97496,1997,2.4,168,-84,Found,0
QUE 97510,1997,2.4,168,-84,Found,0
QUE 97511,1997,2.4,168,-84,Found,0
QUE 97721,1997,2.4,168,-84,Found,0
QUE 99670,1999,2.4,168,-84,Found,0
EET 99443,1999,2.4,157.16667,-76.18333,Found,0
QUE 99159,1999,2.4,168,-84,Found,0
QUE 99049,1999,2.4,168,-84,Found,0
QUE 99234,1999,2.4,168,-84,Found,0
QUE 99238,1999,2.4,168,-84,Found,0
QUE 99363,1999,2.4,168,-84,Found,0
QUE 99368,1999,2.4,168,-84,Found,0
QUE 99369,1999,2.4,168,-84,Found,0
QUE 99545,1999,2.4,168,-84,Found,0
QUE 99671,1999,2.4,168,-84,Found,0
QUE 99691,1999,2.4,168,-84,Found,0
QUE 99400,1999,2.4,168,-84,Found,0
MET 00435,2000,2.4,155.75,-79.68333,Found,0
FRO 01136,2001,2.4,160.41389,-72.99361,Found,0
PCA 02017,2002,2.4,-68.7,-85.63333,Found,0
Shiï¿½ï¿½r 114,2007,2.4,53.99867,18.25285,Found,0
JaH 566,2007,2.4,56.42015,19.7875,Found,0
FRO 09002,2009,2.4,160.44657,-72.95273,Found,0
FRO 10109,2011,2.4,160.45298,-72.95293,Found,0
FRO 10087,2011,2.4,160.50757,-72.95195,Found,0
Y-74293,1974,2.39,35.66667,-71.5,Found,0
Y-75218,1975,2.39,35.66667,-71.5,Found,0
Y-791302,1979,2.39,35.66667,-71.5,Found,0
Y-791176,1979,2.39,35.66667,-71.5,Found,0
A-880032,1988,2.39,26,-72,Found,0
Y-74429,1974,2.38,35.66667,0,Found,0
Y-790223,1979,2.38,35.66667,-71.5,Found,0
Y-790666,1979,2.38,35.66667,-71.5,Found,0
Y-792212,1979,2.38,35.66667,-71.5,Found,0
Y-82088,1982,2.38,35.66667,-71.5,Found,0
Y-86238,1986,2.38,35.66667,-71.5,Found,0
A-880492,1988,2.38,26,-72,Found,0
FRO 93004,1993,2.38,160.52694,-72.95278,Found,0
MAC 02524,2002,2.38,160.5,-84.21667,Found,0
Y-74132,1974,2.37,35.66667,-71.5,Found,0
Y-792346,1979,2.37,35.66667,-71.5,Found,0
Y-792912,1979,2.37,35.66667,-71.5,Found,0
Y-791300,1979,2.37,35.66667,-71.5,Found,0
Y-790423,1979,2.37,35.66667,-71.5,Found,0
Y-791356,1979,2.37,35.66667,-71.5,Found,0
Y-790716,1979,2.37,35.66667,-71.5,Found,0
Y-790918,1979,2.37,35.66667,-71.5,Found,0
Y-792245,1979,2.37,35.66667,-71.5,Found,0
Y-86484,1986,2.37,35.66667,-71.5,Found,0
A-87249,1987,2.37,26,-72,Found,0
A-880526,1988,2.37,26,-72,Found,0
Y-790669,1979,2.36,35.66667,-71.5,Found,0
Y-792258,1979,2.36,35.66667,-71.5,Found,0
A-880030,1988,2.36,26,-72,Found,0
A-881840,1988,2.36,26,-72,Found,0
MAC 02685,2002,2.36,160.5,-84.21667,Found,0
GRV 052253,2006,2.36,75.32583,-72.77611,Found,0
ALHA78034,1977,2.35,159.66667,-76.71667,Found,0
Y-790395,1979,2.35,35.66667,-71.5,Found,0
Y-791331,1979,2.35,35.66667,-71.5,Found,0
Y-790689,1979,2.35,35.66667,-71.5,Found,0
Y-792316,1979,2.35,35.66667,-71.5,Found,0
Y-86118,1986,2.35,35.66667,-71.5,Found,0
Y-86464,1986,2.35,35.66667,-71.5,Found,0
Y-86050,1986,2.35,35.66667,-71.5,Found,0
QUE 99740,1999,2.35,168,-84,Found,0
Y-790220,1979,2.34,35.66667,-71.5,Found,0
Y-790431,1979,2.34,35.66667,-71.5,Found,0
Y-793559,1979,2.34,35.66667,-71.5,Found,0
Y-86528,1986,2.34,35.66667,-71.5,Found,0
Y-86553,1986,2.34,35.66667,-71.5,Found,0
EET 96014,1996,2.34,157.16667,-76.18333,Found,0
Y-74274,1974,2.33,35.66667,-71.5,Found,0
ALHA77037,1977,2.33,159.66667,-76.71667,Found,0
Y-791896,1979,2.33,35.66667,-71.5,Found,0
Y-792334,1979,2.33,35.66667,-71.5,Found,0
Y-81085,1981,2.33,35.66667,-71.5,Found,0
Y-86135,1986,2.33,35.66667,-71.5,Found,0
Camel Donga 032,1994,2.33,126.88883,-30.09167,Found,0
GRV 020065,2003,2.33,75.22306,-72.99694,Found,0
Y-75058,1975,2.32,35.66667,-71.5,Found,0
Y-792970,1979,2.32,35.66667,-71.5,Found,0
Y-792630,1979,2.32,35.66667,-71.5,Found,0
Y-791390,1979,2.32,35.66667,-71.5,Found,0
Y-791649,1979,2.32,35.66667,-71.5,Found,0
Y-790671,1979,2.32,35.66667,-71.5,Found,0
Y-82175,1982,2.32,35.66667,-71.5,Found,0
Y-86212,1986,2.32,35.66667,-71.5,Found,0
Y-86417,1986,2.32,35.66667,-71.5,Found,0
Y-86436,1986,2.32,35.66667,-71.5,Found,0
Y-86511,1986,2.32,35.66667,-71.5,Found,0
A-880322,1988,2.32,26,-72,Found,0
A-880427,1988,2.32,26,-72,Found,0
Y-75222,1975,2.31,35.66667,-71.5,Found,0
Y-75236,1975,2.31,35.66667,-71.5,Found,0
Y-792843,1979,2.31,35.66667,-71.5,Found,0
Y-792303,1979,2.31,35.66667,-71.5,Found,0
Y-792842,1979,2.31,35.66667,-71.5,Found,0
A-880039,1988,2.31,26,-72,Found,0
FRO 90210,1990,2.31,160.47328,-72.95488,Found,0
GRV 020162,2003,2.31,75.26694,-72.97611,Found,0
Y-74091,1974,2.3,35.66667,-71.5,Found,0
ALHA78097,1977,2.3,159.66667,-76.71667,Found,0
ALHA77040,1977,2.3,159.66667,-76.71667,Found,0
Y-790381,1979,2.3,35.66667,-71.5,Found,0
Y-793196,1979,2.3,35.66667,-71.5,Found,0
Y-792629,1979,2.3,35.66667,-71.5,Found,0
Y-790208,1979,2.3,35.66667,-71.5,Found,0
ALH 83048,1983,2.3,159.39695,-76.69694,Found,0
LEW 85410,1985,2.3,161.38022,-84.2772,Found,0
LEW 85444,1985,2.3,161.43712,-84.2709,Found,0
LEW 86427,1986,2.3,161.43227,-84.25555,Found,0
LEW 86246,1986,2.3,161.39613,-84.25628,Found,0
LEW 86419,1986,2.3,161.43398,-84.25524,Found,0
EET 87705,1987,2.3,156.48371,-76.2657,Found,0
LEW 88061,1988,2.3,161.4396,-84.24578,Found,0
LEW 88699,1988,2.3,161.40603,-84.27665,Found,0
MAC 88202,1988,2.3,160.5,-84.21667,Found,0
A-880043,1988,2.3,26,-72,Found,0
A-880106,1988,2.3,26,-72,Found,0
A-880450,1988,2.3,26,-72,Found,0
A-880572,1988,2.3,26,-72,Found,0
A-880687,1988,2.3,26,-72,Found,0
RC 070,1989,2.3,-103.48333,34.1,Found,0
FRO 90017,1990,2.3,160.50646,-72.95381,Found,0
PCA 91359,1991,2.3,-69.07012,-85.67808,Found,0
PCA 91206,1991,2.3,-68.77884,-85.67781,Found,0
PCA 91302,1991,2.3,-68.76914,-85.68074,Found,0
EET 92080,1992,2.3,156.12372,-76.03839,Found,0
QUE 93428,1993,2.3,168,-84,Found,0
QUE 93437,1993,2.3,168,-84,Found,0
QUE 93121,1993,2.3,162.56739,-84.57569,Found,0
QUE 93615,1993,2.3,168,-84,Found,0
QUE 93747,1993,2.3,168,-84,Found,0
QUE 93393,1993,2.3,168,-84,Found,0
QUE 93427,1993,2.3,168,-84,Found,0
QUE 93122,1993,2.3,162.52652,-84.63005,Found,0
QUE 94404,1994,2.3,168,-84,Found,0
QUE 94286,1994,2.3,168,-84,Found,0
QUE 94493,1994,2.3,168,-84,Found,0
EET 96234,1996,2.3,157.16667,-76.18333,Found,0
EET 96161,1996,2.3,157.16667,-76.18333,Found,0
QUE 97739,1997,2.3,168,-84,Found,0
FRO 97007,1997,2.3,160.44028,-72.95278,Found,0
QUE 97241,1997,2.3,168,-84,Found,0
QUE 97464,1997,2.3,168,-84,Found,0
QUE 97617,1997,2.3,168,-84,Found,0
QUE 97922,1997,2.3,168,-84,Found,0
QUE 99538,1999,2.3,168,-84,Found,0
QUE 99407,1999,2.3,168,-84,Found,0
QUE 99412,1999,2.3,168,-84,Found,0
QUE 99644,1999,2.3,168,-84,Found,0
QUE 99655,1999,2.3,168,-84,Found,0
QUE 99693,1999,2.3,168,-84,Found,0
QUE 99756,1999,2.3,168,-84,Found,0
QUE 99804,1999,2.3,168,-84,Found,0
QUE 99237,1999,2.3,168,-84,Found,0
FRO 01020,2001,2.3,160.40333,-72.98972,Found,0
FRO 09017,2009,2.3,160.47958,-72.95277,Found,0
O'Malley 006,2011,2.3,131.47814,-30.657,Found,0
Y-792623,1979,2.29,35.66667,-71.5,Found,0
Y-792847,1979,2.29,35.66667,-71.5,Found,0
Y-86234,1986,2.29,35.66667,-71.5,Found,0
Y-86503,1986,2.29,35.66667,-71.5,Found,0
Y-86594,1986,2.29,35.66667,-71.5,Found,0
ALH 88150,1988,2.29,159.33333,-76.71667,Found,0
ALH 88164,1988,2.29,159.33333,-76.71667,Found,0
FRO 90241,1990,2.29,160.44178,-72.95564,Found,0
LV 048,2004,2.29,-116.95833,34.48667,Found,0
FRO 03092,2004,2.29,160.51233,-72.95144,Found,0
GRV 053149,2006,2.29,75.34,-72.77472,Found,0
Y-790305,1979,2.28,35.66667,-71.5,Found,0
Y-86114,1986,2.28,35.66667,-71.5,Found,0
A-880235,1988,2.28,26,-72,Found,0
PCA 02057,2002,2.28,-68.7,-85.63333,Found,0
GRV 020146,2003,2.28,75.26722,-72.97639,Found,0
GRV 020143,2003,2.28,75.25694,-72.97694,Found,0
Y-792613,1979,2.27,35.66667,-71.5,Found,0
Y-791332,1979,2.27,35.66667,-71.5,Found,0
Y-790879,1979,2.27,35.66667,-71.5,Found,0
Y-8002,1980,2.27,35.66667,-71.5,Found,0
Y-86409,1986,2.27,35.66667,-71.5,Found,0
A-881321,1988,2.27,26,-72,Found,0
MET 00635,2000,2.27,155.75,-79.68333,Found,0
GRV 020138,2003,2.27,75.255,-72.97861,Found,0
Y-74084,1974,2.26,35.66667,-71.5,Found,0
Y-790098,1979,2.26,35.66667,-71.5,Found,0
Y-791690,1979,2.26,35.66667,-71.5,Found,0
Y-792257,1979,2.26,35.66667,-71.5,Found,0
Y-81079,1981,2.26,35.66667,-71.5,Found,0
FRO 93042,1993,2.26,160.43417,-72.95556,Found,0
GRV 022387,2003,2.26,75.286111,-72.780278,Found,0
GRV 020062,2003,2.26,75.21944,-72.99722,Found,0
GRV 052265,2006,2.26,75.334444,-72.776111,Found,0
GRV 050702,2006,2.26,75.245556,-72.983889,Found,0
GRV 052110,2006,2.26,75.323611,-72.78,Found,0
Y-75196,1975,2.25,35.66667,-71.5,Found,0
Y-792972,1979,2.25,35.66667,-71.5,Found,0
Y-790298,1979,2.25,35.66667,-71.5,Found,0
Y-792612,1979,2.25,35.66667,-71.5,Found,0
Y-790921,1979,2.25,35.66667,-71.5,Found,0
Y-792282,1979,2.25,35.66667,-71.5,Found,0
FRO 03067,2004,2.25,160.39028,-72.99486,Found,0
GRV 050185,2006,2.25,75.204167,-73.108056,Found,0
GRV 052725,2006,2.25,75.289167,-72.784722,Found,0
GRV 050125,2006,2.25,75.22,-73.085833,Found,0
GRV 051727,2006,2.25,75.333333,-72.778333,Found,0
LV 106,2009,2.25,-116.94195,34.49248,Found,0
Y-74259,1974,2.24,35.66667,-71.5,Found,0
Y-790668,1979,2.24,35.66667,-71.5,Found,0
Y-790376,1979,2.24,35.66667,-71.5,Found,0
Y-792264,1979,2.24,35.66667,-71.5,Found,0
Y-8422,1984,2.24,35.66667,-71.5,Found,0
Y-86231,1986,2.24,35.66667,-71.5,Found,0
Y-86232,1986,2.24,35.66667,-71.5,Found,0
A-880462,1988,2.24,26,-72,Found,0
A-880581,1988,2.24,26,-72,Found,0
GRV 020004,2002,2.24,75.17833,-73.09806,Found,0
GRV 053026,2006,2.24,75.283333,-72.79,Found,0
GRV 052051,2006,2.24,75.33556,-72.77361,Found,0
GRV 051990,2006,2.24,75.305278,-72.780833,Found,0
RaS 393,2010,2.24,55.70942,20.146,Found,0
Y-74600,1974,2.23,35.66667,0,Found,0
ALHA78143,1977,2.23,159.66667,-76.71667,Found,0
Y-793277,1979,2.23,35.66667,-71.5,Found,0
Y-86223,1986,2.23,35.66667,-71.5,Found,0
A-880313,1988,2.23,26,-72,Found,0
GRV 050015,2006,2.23,75.165833,-73.113889,Found,0
GRV 052215,2006,2.23,75.34667,-72.7725,Found,0
Y-74331,1974,2.22,35.66667,-71.5,Found,0
Y-74046,1974,2.22,35.66667,-71.5,Found,0
Y-75279,1975,2.22,35.66667,-71.5,Found,0
Y-790713,1979,2.22,35.66667,-71.5,Found,0
Y-790876,1979,2.22,35.66667,-71.5,Found,0
Y-790898,1979,2.22,35.66667,-71.5,Found,0
Y-792677,1979,2.22,35.66667,-71.5,Found,0
Y-81007,1981,2.22,35.66667,-71.5,Found,0
Y-86426,1986,2.22,35.66667,-71.5,Found,0
A-880047,1988,2.22,26,-72,Found,0
A-880475,1988,2.22,26,-72,Found,0
A-880580,1988,2.22,26,-72,Found,0
GRV 051738,2006,2.22,75.33361,-72.77611,Found,0
GRV 053458,2006,2.22,75.27972,-72.79056,Found,0
Y-792651,1979,2.21,35.66667,-71.5,Found,0
Y-791515,1979,2.21,35.66667,-71.5,Found,0
Y-790674,1979,2.21,35.66667,-71.5,Found,0
Y-790900,1979,2.21,35.66667,-71.5,Found,0
Y-792217,1979,2.21,35.66667,-71.5,Found,0
Y-792356,1979,2.21,35.66667,-71.5,Found,0
Y-81066,1981,2.21,35.66667,-71.5,Found,0
Y-81011,1981,2.21,35.66667,-71.5,Found,0
Y-82089,1982,2.21,35.66667,-71.5,Found,0
Y-86027,1986,2.21,35.66667,-71.5,Found,0
A-880059,1988,2.21,26,-72,Found,0
A-880178,1988,2.21,26,-72,Found,0
A-880610,1988,2.21,26,-72,Found,0
FRO 90208,1990,2.21,160.47328,-72.95488,Found,0
MET 00745,2000,2.21,155.75,-79.68333,Found,0
GRV 052136,2006,2.21,75.33528,-72.775,Found,0
GRV 053023,2006,2.21,75.28028,-72.78972,Found,0
GRV 053699,2006,2.21,75.3556,-72.82528,Found,0
GRV 052211,2006,2.21,75.34667,-72.7725,Found,0
GRV 050173,2006,2.21,75.24861,-72.98,Found,0
GRV 051590,2006,2.21,75.31639,-72.93611,Found,0
GRV 052683,2006,2.21,75.30583,-72.78306,Found,0
ALHA78098,1978,2.2,159.66667,-76.71667,Found,0
Y-791293,1979,2.2,35.66667,-71.5,Found,0
Y-791900,1979,2.2,35.66667,-71.5,Found,0
Y-793208,1979,2.2,35.66667,-71.5,Found,0
Y-790680,1979,2.2,35.66667,-71.5,Found,0
Y-792328,1979,2.2,35.66667,-71.5,Found,0
ALHA81054,1981,2.2,159.35667,-76.68417,Found,0
Y-86148,1986,2.2,35.66667,-71.5,Found,0
Y-86043,1986,2.2,35.66667,-71.5,Found,0
LEW 86162,1986,2.2,161.95242,-84.32291,Found,0
EET 87797,1987,2.2,156.44879,-76.28218,Found,0
LEW 88074,1988,2.2,161.39009,-84.25306,Found,0
A-880045,1988,2.2,26,-72,Found,0
EET 90041,1990,2.2,156.44016,-76.28809,Found,0
FRO 90108,1990,2.2,160.50218,-72.95417,Found,0
FRO 90097,1990,2.2,160.52206,-72.95341,Found,0
FRO 90136,1990,2.2,160.50371,-72.95413,Found,0
EET 90225,1990,2.2,156.49546,-76.26813,Found,0
EET 90548,1990,2.2,156.45131,-76.28525,Found,0
EET 90715,1990,2.2,156.44808,-76.26651,Found,0
EET 90448,1990,2.2,156.40286,-76.26554,Found,0
RKP 92440,1992,2.2,158.14723,-76.23986,Found,0
RKP 92441,1992,2.2,158.15736,-76.24171,Found,0
QUE 93400,1993,2.2,168,-84,Found,0
QUE 93421,1993,2.2,168,-84,Found,0
QUE 93097,1993,2.2,162.5666,-84.57574,Found,0
LEW 93869,1993,2.2,161.68582,-84.27383,Found,0
QUE 93603,1993,2.2,168,-84,Found,0
QUE 94713,1994,2.2,168,-84,Found,0
QUE 94602,1994,2.2,168,-84,Found,0
